2/28/2017|start||42794.7792657639|
2/28/2017|stop||42794.788351794|
2/28/2017|start||42794.7897783333|
2/28/2017|stop||42794.7946784838|
2/28/2017|start||42794.7951682986|
2/28/2017|stop||42794.8066451736|
3/4/2017|start||42798.8807883681|
3/4/2017|stop||42798.8894025579|
4/14/2017|start||42839.4016534954|
4/14/2017|stop||42839.4069167477|
4/30/2017|start||42855.2832070718|
4/30/2017|stop||42855.3054576968|
5/25/2017|start||42880.6583365972|
5/25/2017|stop||42880.6590440393|
5/31/2017|start||42886.2814140856|
5/31/2017|stop||42886.2820773148|
9/6/2017|start||42984.3114444792|
9/6/2017|stop||42984.3120308333|
10/9/2017|start||43017.374290544|
10/9/2017|stop||43017.3757910301|
10/12/2017|start||43020.4562259954|
10/12/2017|stop||43020.4567154398|
10/12/2017|start||43020.4694883565|
10/12/2017|stop||43020.4696946181|
2018-03-14|start||43173.4009282523|
2018-03-14|stop||43173.4027928472|
2018-03-14|start||43173.6474920602|
2018-03-14|stop||43173.67083625|
2018-04-30|start||43220.4039833218|
2018-04-30|stop||43220.4057694213|
2018-04-30|start||43220.4061233565|
2018-04-30|stop||43220.4064965856|
2018-05-04|start||43224.4403805093|
2018-05-04|stop||43224.4442314468|
2018-06-06|start||43257.4367093171|
2018-06-06|stop||43257.4375133333|
2018-06-09|start||43260.5798518634|
2018-06-09|stop||43260.5817572222|
2018-06-09|start||43260.5825110995|
2018-06-09|stop||43260.5904980556|
2018-06-17|start||43268.3222896181|
2018-06-17|stop||43268.3225907523|
2018-06-17|start||43268.3232559722|
2018-06-17|stop||43268.3261733449|
2018-06-17|start||43268.327878912|
2018-06-17|stop||43268.3282355324|
2018-06-17|start||43268.3306790741|
2018-06-17|stop||43268.3324839236|
2018-06-17|start||43268.4452502199|
2018-06-17|stop||43268.4645429282|
2018-06-17|start||43268.4718942824|
2018-06-17|stop||43268.4729683102|
2018-06-17|start||43268.5495294097|
2018-06-17|stop||43268.5591582523|
2018-06-20|start||43271.3456437384|
2018-06-20|start||43271.3611017824|
2018-06-20|stop||43271.3808228935|
2018-06-21|start||43272.3547809259|
2018-06-21|stop||43272.3572939699|
2018-06-22|start||43273.4205319676|
2018-06-22|stop||43273.420968044|
2018-08-15|start||43327.8651218403|
2018-08-15|stop||43327.8660517477|
2018-08-23|start||43335.4863469792|
2018-08-23|stop||43335.4919459028|
2018-09-02|start||43345.8781775|
2018-09-02|stop||43345.8793269329|
2018-09-03|start||43346.313768044|
2018-09-03|stop||43346.3218836574|
2018-09-04|start||43347.312277338|
2018-09-04|stop||43347.313964919|
2018-10-23|start||43396.6453824306|
2018-10-23|stop||43396.6468652083|
2018-10-23|start||43396.6468999306|
2018-10-23|stop||43396.6469322454|
2018-10-28|start||43401.4831442245|
2018-10-28|stop||43401.4879534491|
2018-11-20|start||43424.012278206|
2018-11-20|stop||43424.0154570602|
2019-01-13|start||43478.9094433912|
2019-01-13|stop||43478.9160250116|
2019-01-22|start||43487.3256234606|
2019-01-22|stop||43487.3377443287|
2019-01-22|start||43487.3383895139|
2019-01-22|stop||43487.3384188079|
2019-01-25|start||43490.3526923958|
2019-01-25|stop||43490.3537460185|
2019-01-27|start||43492.8378339699|
2019-01-27|stop||43492.8386159491|
2019-05-15|start||43600.3400177778|
2019-05-15|stop||43600.3410529861|
2019-05-16|start||43601.3379659144|
2019-05-16|stop||43601.3512078935|
2019-08-01|start||43678.344416088|
2019-08-01|stop||43678.3504990509|
2019-08-26|start||43703.3123875579|
2019-08-26|stop||43703.3268554514|
2019-12-24|start||43823.5102435069|
2019-12-24|stop||43823.5166302662|
2020-01-11|start||43841.8104651273|
2020-01-11|stop||43841.8148845833|
2020-01-12|start||43842.4945805787|
2020-01-12|stop||43842.5110212963|
2020-01-26|start||43856.6228263426|
2020-01-26|stop||43856.6258117708|
2020-04-23|start||43944.3603267361|
2020-04-23|stop||43944.360381713|
2020-04-23|start||43944.3607016204|
2020-04-23|stop||43944.3621856597|
2020-04-23|start||43944.3629339583|
2020-04-23|stop||43944.3676308218|
2020-04-23|start||43944.3677826852|
2020-04-23|start||43944.3688190509|
2020-04-23|stop||43944.3688762037|
2020-04-23|start||43944.3860432986|
2020-04-23|stop||43944.3864581944|
2020-04-23|start||43944.7281213194|
2020-04-23|stop||43944.7285104861|
2020-05-02|start||43953.4202342477|
2020-05-02|stop||43953.4268184722|
2020-05-04|start||43955.8305502315|
2020-05-13|start||43964.3390925232|
2020-05-13|stop||43964.3462525579|
2020-05-13|start||43964.3628395949|
2020-05-13|stop||43964.3639539468|
2020-05-14|start||43965.3344947801|
2020-05-14|stop||43965.3372492245|
2020-05-15|start||43966.3821899306|
2020-05-15|stop||43966.3867366435|
2020-05-18|start||43969.5140862847|
2020-05-18|stop||43969.5163567477|
2020-05-29|start||43980.4876254861|
2020-05-29|stop||43980.4902852894|
2020-07-05|start||44017.4266960069|
2020-07-05|stop||44017.4306319097|
2020-07-15|start||44027.3234497106|
2020-07-15|stop||44027.3256396759|
2020-07-24|start||44036.7553464583|
2020-07-24|stop||44036.7726662732|
2020-09-06|start||44080.6627057986|
2020-09-06|stop||44080.6770072106|
2020-09-09|start||44083.4813513426|
2020-09-09|stop||44083.482721169|
2020-09-20|start||44094.8797078009|
2020-09-20|stop||44094.8801262616|
2021-01-17|start||44213.7354823843|
2021-01-17|stop||44213.7376173264|
2021-01-17|start||44213.7575507176|
2021-01-17|stop||44213.7585446181|
2021-01-22|start||44218.7798305556|
2021-01-22|stop||44218.7849626157|
2021-01-23|start||44219.5592458681|
2021-01-23|stop||44219.5633941435|
2021-01-27|start||44223.3277151968|
2021-01-27|stop||44223.3386940509|
2021-04-05|start||44291.3781904514|
2021-04-05|stop||44291.3870402431|
2021-08-04|start||44412.3661834375|
2021-08-04|stop||44412.3717168056|
2021-08-04|start||44412.3726017477|
2021-08-04|stop||44412.375650625|
2021-08-04|start||44412.4383306134|
2021-08-04|stop||44412.4394123727|
2021-08-09|start||44417.7075276042|
2021-08-09|stop||44417.7076746296|
2021-08-09|start||44417.7080540278|
2021-08-09|stop||44417.7710009143|
2021-08-10|start||44418.3395321296|
2021-08-10|stop||44418.3610289583|
2021-10-01|start||44470.8989764583|
2021-10-01|stop||44470.901051412|
2021-12-25|start||44555.345663044|
2021-12-25|stop||44555.3505283218|
2022-03-25|start||44645.4000862269|
2022-03-25|stop||44645.4038303125|
2022-04-08|start||44659.4564037847|
2022-04-08|stop||44659.4578634491|
2022-04-16|start||44667.4500189236|
2022-04-16|stop||44667.4505523958|
2022-07-08|start||44750.8193622338|
2022-07-08|stop||44750.8210494444|
2022-08-05|start||44778.5516581134|
2022-08-05|stop||44778.5519313657|
2022-08-05|start||44778.5559065972|
2022-08-05|stop||44778.5566787384|
2022-10-09|start||44843.5229801968|
2022-10-09|stop||44843.5257541088|
2022-10-16|start||44850.5016335764|
2022-10-16|stop||44850.5120131713|
2023-07-06|start||45113.2696426389|
2023-07-06|stop||45113.2816690856|
2023-07-21|start||45128.4592084375|
2023-07-21|stop||45128.4598500116|
2023-11-06|start||45236.0234929167|
2023-11-06|stop||45236.0257353009|
2023-11-07|start||45237.5410376042|
2023-11-07|start||45237.5497992477|
2023-11-07|start||45237.5542239005|
2023-11-07|start||45237.5559208449|
2023-11-07|start||45237.5594710301|
2023-11-07|stop||45237.5650112268|
2023-11-08|start||45238.4802826273|
2023-11-08|stop||45238.5001544907|
2023-11-08|start||45238.5476096644|
2023-11-08|stop||45238.5584865741|
2023-11-10|start||45240.2934314352|
2023-11-10|stop||45240.2967458449|
2023-11-10|start||45240.2968498264|
2023-11-10|stop||45240.3047043634|
2023-11-11|start||45241.9070889005|
2023-11-11|start||45241.91016875|
2023-11-11|stop||45241.9151234606|
2024-01-06|start||45297.9084779051|
2024-01-06|stop||45297.9132457639|
2024-10-26|start||45591.4525955208|
2024-10-26|stop||45591.4527494444|
2024-12-19|start||45645.5365614931|
2024-12-19|stop||45645.5421059259|
2024-12-20|start||45646.9103974653|
2024-12-24|start||45650.7761530208|
2024-12-24|stop||45650.7769452894|
2025-05-04|start||45781.7722992361|
2025-05-04|stop||45781.8590724074|
